,txn_hash,address,to_,token_id,price_value,price_currency
138,0x189e37fbcbbf6ae0a69e96fbd39534f1b55293884753d502075e78e6b9db954c,0x4f8730e0b32b04beaa5757e5aea3aef970e5b613,0xe4622c418481c4d51fdeb2e19a2f841719107375,1823.0,0.4,ETH
139,0x55bd4e33c898d9ae3cbd2d9c0680a91cb53a7d60ae5de16229bf617a7f018040,,0x366ec35fe5f667762b4cc21fcc65b55efb39691e,9688.0,,ETH
140,0xa6b4721e0088135eb43be104603d4da6cf68198e7a159473d30806cd937b9685,0xea745b608b2b61987785e87279db586f328eb8fc,0xa9ae58012d6df383332295a9fef914be40c672bd,,,
141,0xefd6763d3888d7fddf4a6f790dfb8233d7587ef3414d7a217a53c7cb00230054,,0x2d19eb511f34778073a487c87902ee631c59bbc1,,6.39,ETH
142,0x8e1da5814ec86a3e75b6a84c967e7c2e5bd93a64d7df9d4575e0b448ce6658fd,,,,2.49,
143,0x374a63ff00d8c7c75dff0bb4c5d6385805dca9b85118c3342c7e2f36d138f365,,,4684.0,0.12,ETH
144,0x7d064afe25b7c721bc9485aeb00562ae7357cd17334fcb20d8133d490d252755,0x91cc3844b8271337679f8c00cb2d238886917d40,0x27a25e7d890f656cd508173a9e16369b5a29108c,,0.2075,
145,0x3be45a77391e49169b6872bfa7f360037ac6a4d9e9f889c92160e04d29d78aef,,0x255d733be22fd7f4d7c78c2393a2211cac2a9ecb,6519.0,0.37,
146,0xd0e587e8c24f07fff5acd0844ba74f481a9af143179fd856327309cccf3c73a0,0x4deb7172b1fa6faaad32241ffdddd521faa0ed1c,,1559.0,0.05,ETH
147,0xe73ec1d5efffddbfc87151aa362dcb1715e74286721acfcc22b2a1c46d8e2928,0xe27a60f3cf27f716ac998b61492a36090973aac7,0xb707c62e32ae30f774655bb564beff22c4ff103a,10186.0,,ETH
148,0x102f404b21d15994f76bba0e7f0b09a5d291faa01f6fab7588094dd8ab2092b9,,0xfde8cd90e1529b4a30114a7fefcd4dd31136672b,,,ETH
149,0xab2aa14090a3f7e48da2111397f53a44c6a1a2f4c4e4def74e7dfd01d6d47e10,0x9d418c2cae665d877f909a725402ebd3a0742844,0x9c3ef18ad40237fe66d3b1bc7d99dea174d9f002,2519.0,,ETH
150,0x16efb3a5d0228ca4a24c76f03c733429c836a4fea31585a5bb074ccd93eba696,0x2c4929295042cb95ab1900d323d634ee8def3c7a,0x30905b34ddd66c4bec74a24b447c944a6f1c236f,3104.0,,
151,0x360e2e00fbbdb85acab4ea496de3261d37b6b8b7228ddc93a17c63e81e422eee,0x5bdf397bb2912859dbd8011f320a222f79a28d2e,0x16ae9b67be5d59fcb2fddea5b3208943e63a5af3,,,ETH
152,0xefef776fad6a19582eb5ba08d1ff6b39da1fefdd9a79788641add4722ec6fbcd,0x0b17cbf93a6bc286a2760ad206b03d4e42997382,0x4e6246b41bdfb9c862231912ff842471e06dfa6d,2558.0,0.065,
153,0x33222d87a56a8ffcb613d8ba5a52d7865e044f569b9f8ca57e0fbeb2f5ec0c23,0xa7b6cb932eecacd956454317d59c49aa317e3c57,,,0.65,ETH
154,0x6116a2ea78f68fd20241816f42e8ccb8da14249bfe910c3e443a050bd289cf30,,0x9ac50f72402d44aa7763cb4e293b326f6826711b,1735.0,0.999,ETH
155,0x0782c5efc686bc1a4fe1218941fa0ab95f865c83d61c036b28973d9ecbbfd831,0xc3d39585afc382527b9192c9032f443524b46457,0x095ed7a274f71954d01b7508bc20d9d7d7b1629a,,0.00469,ETH
156,0x6ccef6901d46400f9843eb2219f8af6545ecfcf433c925253a6b98fa1c22a3ec,0xbe6e3669464e7db1e1528212f0bff5039461cb82,,8061.0,0.15,ETH
157,0xb18a0b1bbf84a6ccc8cfc06da5a2d7e2ec1afe72ce26b7386368785ace52afa1,,0xe822dcf12e4af27ea1d026df87cc5f9feca99138,915.0,0.092,ETH
158,0x2f40d6b7000004bd42cebe6aaccc968f7c91fc6b11b4a78ccda62a161344f43c,0x5c1a0cc6dadf4d0fb31425461df35ba80fcbc110,0x598940febae1b33d863eef9b85384eec5fe0eeb1,2826.0,0.25,ETH
159,0x6b538c17a83165103f2ad8b63c0c6844205327a8805f227a9f4bf1529d338364,0x999e88075692bcee3dbc07e7e64cd32f39a1d3ab,0xcb206e7b1fb989cfba79f2c29ad4680dc8660c2f,21808.0,0.518,ETH
160,0x5a6366b9b43df4fe93aa6bec477b262c557b3912b23400b96817fdb149432a54,,,7983.0,0.4269,
161,0x48b69cb69090aab3e15e7c3018b763b4d928c50bd408460039260dc36f697111,0x2f14f1b6c350c41801b2b7ba9445670d7e2ffc70,0x3451d179a18f2fdfdd18cc703ab83e667f073494,7247.0,,ETH
162,0x11c49711cff55841d88fa2b862fca734a66b6d87d37c893fc10142365eb7cba3,0x34195292dc07b0a0da1540d5a8b3bf6d509f06c4,0x9fb470ae1278be58fe7511f465812d44696f98f1,635.0,0.52,ETH
163,0xf2ef2406d21a48439add2ae66af3720c6be2e38a8e90920429368876e4b39a68,0x74f1716a9f452dd36d945368d806cd491290b240,0x6a0704a212397699387df8a92ee430d2628b6b01,7948.0,0.59,ETH
164,0x85c65c9f41ba101ca3c0d1beac407b8d32763a03d72ade90b01277f70787dc8a,,0x0cde745471b963c5b5df981e15f4f2c9dc42c49e,2612.0,0.055,ETH
165,0xea6555695d3aad8b013cf0a16f1ae868acc82e23e59938dbac4781f434143ae6,0xe3435edbf54b5126e817363900234adfee5b3cee,0x7f873ec58d567e78a2c1dca322cbdb6d490ccb7d,,0.269,
166,0xcbad03c8b1c3f3ae1a38053eb70a7f3906434ff49f10d13f91cd696199c3f03b,,,,2.95,ETH
167,0x8658ac17fa5f5dbddd4f8f606990c30b2b7f5f02ad35567cecbea8643574562f,,0xdb9644336ddd636574818943f66dfcf9e5044235,4050.0,0.16,ETH
168,0x9da6230a00ba33ffc1214024164f9ebb25e150da1f2abb21be52e4e3a99cbee5,0xc657c2a3bd558716b3f6b843ef09c0fc628e4977,,4712.0,,ETH
169,0xf8b39bdafa7f0bfe2e35a9e3ff31de5f846d4425e22c1cb34ed517d435a4c14e,0x9a534628b4062e123ce7ee2222ec20b86e16ca8f,0x72bffe52ab034798d53efced1a5a958d128dd6c4,5031.0,4.5,ETH
170,0xceb72d2abba4f0134f4df06a0391e4074c25b71c69024b9c06eb1abcff7ff99f,,0xb67b362b89b83fa1bea4545082968a0fcad7ce5f,,0.3,
171,0x4899528e6558c35b2c37ecbb34aecc3f35552a5734e7cffe6adf84b929c6887b,0x000000059619cdddc056910672abc90887136a95,0xc898188b8edc8bc1c04c9846e783e44938110e55,,,
172,0xb05974c8ce5b27cda4d3869fb450c42b4b96b72e3f2380c514149c00669914b6,,0xdcaba4bf782b693def3adf5b21d81de6328e00f7,1429.0,,
173,0xb515eef07b2c164c023b11a155fa2dbcfadadec21a716bb316d973fcf7cebcaf,0x8009250878ed378050ef5d2a48c70e24eb2ede7e,0xb47ebe89272c9e35b272885baecfa9173ed7a2d7,,0.06,
174,0x5c2ed4b3b12620cf0bb987dcf1e71ef18f6775421c618832e6bab640f9806bf6,0x6cc462bc49cecfe943bc4f477b23b92906e6074f,0x05881371e28f25619061b3b4c503be41f141fb4a,139196.0,0.15,ETH
175,0xf8053d9167b43613efbd06f3c345bd75b53d466e64daee40da9b55a611fa805b,0xf78296dfcf01a2612c2c847f68ad925801eeed80,0x22f7e2717b4eb6012b84d770d03ea76c04ade1fc,2744.0,,ETH
176,0x038fe739c900bccb66d800c7ebf5ce13af7d3132f42cdcbf2cd7a1787e1143bf,0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,,1225.0,,ETH
177,0x2b91daf2b892db669a3c2f9a933852c4d0d1557d48464f926d554e5d0c028faa,0xc53dc593b69c67a209cf70d4172078c9125449bb,0x2da083ea4d78fb8b93a0b264e344b9dbc527d971,13973.0,0.05,ETH
178,0xe9c85e32198ce3dea0916ffa02c329ec00cb74043cf00c1846aa6a71953572c3,0xb5f8ca23320ad5bd6d5263bfa008b4dbeab4f0d2,0xc817cea031f3ef9aa3896bdbc453220d565fc7d2,864.0,0.187,ETH
179,0xf6c451e8e79313b136ecce178b0497f266f9ea08d7a15e793e6a3c9efa2f3462,0x6d05064fe99e40f1c3464e7310a23ffaded56e20,,4946.0,,ETH
